symbol,interval,ts,open,high,low,close,volume,created_at,updated_at
BTC-USD,1h,2025-11-12 13:00:00.000000 +00:00,104982.9000000000,105173.5600000000,104604.2100000000,105037.5000000000,165.8146755800,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 14:00:00.000000 +00:00,105034.3400000000,105034.3400000000,103606.2600000000,103980.7700000000,405.1115938100,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 15:00:00.000000 +00:00,103980.7600000000,104300.9900000000,101955.8300000000,102165.3000000000,697.7739361500,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 16:00:00.000000 +00:00,102160.6200000000,102270.2300000000,101315.4500000000,101420.0000000000,625.5538758200,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 17:00:00.000000 +00:00,101420.0000000000,102143.6600000000,101375.6100000000,101729.2300000000,405.5457895200,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 18:00:00.000000 +00:00,101729.2300000000,101937.4100000000,101389.0000000000,101525.0400000000,355.7035380200,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 19:00:00.000000 +00:00,101525.0300000000,101548.8300000000,100803.2000000000,101270.0100000000,366.9327900300,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 20:00:00.000000 +00:00,101270.0100000000,101832.0000000000,101118.7700000000,101519.9900000000,317.6309613600,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 21:00:00.000000 +00:00,101523.2000000000,101910.7300000000,101485.7800000000,101898.4000000000,254.5622845900,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 22:00:00.000000 +00:00,101898.4100000000,101980.0000000000,101418.2200000000,101954.7400000000,154.0996211900,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
BTC-USD,1h,2025-11-12 23:00:00.000000 +00:00,101956.0900000000,101992.9900000000,101452.4900000000,101639.0100000000,212.8777380900,2025-11-14 20:41:14.648698 +00:00,2025-11-14 20:41:14.648698 +00:00
